freq	length_group	segdup	n_variants	linreg_number_reclassified.beta	linreg_number_reclassified.standard_error	linreg_number_reclassified.t_stat	linreg_number_reclassified.p_value	linreg_number_reclassified.multiple_standard_error	linreg_number_reclassified.multiple_r_squared	linreg_number_reclassified.adjusted_r_squared	linreg_number_reclassified.f_stat	linreg_number_reclassified.multiple_p_value	linreg_number_reclassified.n	linreg_number_reclassified.intercept_beta	linreg_number_reclassified.intercept_standard_error	linreg_number_reclassified.intercept_t_stat	linreg_number_reclassified.intercept_p_value	linreg_number_homvars_with_ref_support.beta	linreg_number_homvars_with_ref_support.standard_error	linreg_number_homvars_with_ref_support.t_stat	linreg_number_homvars_with_ref_support.p_value	linreg_number_homvars_with_ref_support.multiple_standard_error	linreg_number_homvars_with_ref_support.multiple_r_squared	linreg_number_homvars_with_ref_support.adjusted_r_squared	linreg_number_homvars_with_ref_support.f_stat	linreg_number_homvars_with_ref_support.multiple_p_value	linreg_number_homvars_with_ref_support.n	linreg_number_homvars_with_ref_support.intercept_beta	linreg_number_homvars_with_ref_support.intercept_standard_error	linreg_number_homvars_with_ref_support.intercept_t_stat	linreg_number_homvars_with_ref_support.intercept_p_value
1.0000e-01	-5	false	32881	3.4628e-04	1.4932e-06	2.3190e+02	0.0000e+00	2.4433e-03	7.7396e-01	7.7395e-01	5.3779e+04	0.0000e+00	15708	-3.0566e-04	3.2390e-05	-9.4369e+00	4.3650e-21	6.9952e-05	8.7239e-07	8.0184e+01	0.0000e+00	4.3290e-03	2.9046e-01	2.9042e-01	6.4295e+03	0.0000e+00	15708	1.0997e-03	6.6890e-05	1.6440e+01	3.1427e-60
1.0000e-01	-5	true	1852	1.8407e-03	2.6594e-05	6.9213e+01	0.0000e+00	4.4987e-03	2.3372e-01	2.3367e-01	4.7905e+03	0.0000e+00	15708	3.4085e-03	4.8762e-05	6.9901e+01	0.0000e+00	7.7125e-04	1.5505e-05	4.9743e+01	0.0000e+00	4.7767e-03	1.3610e-01	1.3605e-01	2.4744e+03	0.0000e+00	15708	3.3907e-03	5.9953e-05	5.6557e+01	0.0000e+00
1.0000e-01	-1	false	197016	2.3189e-04	9.4695e-07	2.4488e+02	0.0000e+00	2.3413e-03	7.9245e-01	7.9243e-01	5.9966e+04	0.0000e+00	15708	-2.9077e-04	3.0758e-05	-9.4535e+00	3.7303e-21	6.5965e-06	6.9216e-08	9.5304e+01	0.0000e+00	4.0907e-03	3.6641e-01	3.6637e-01	9.0828e+03	0.0000e+00	15708	1.1285e-03	5.7956e-05	1.9472e+01	1.8129e-83
1.0000e-01	-1	true	11206	1.2961e-03	1.6195e-05	8.0029e+01	0.0000e+00	4.3314e-03	2.8966e-01	2.8962e-01	6.4046e+03	0.0000e+00	15708	2.7402e-03	5.0553e-05	5.4205e+01	0.0000e+00	1.2616e-04	1.5063e-06	8.3755e+01	0.0000e+00	4.2728e-03	3.0874e-01	3.0870e-01	7.0149e+03	0.0000e+00	15708	1.6498e-03	5.9097e-05	2.7916e+01	2.0156e-167
1.0000e-01	0	false	1509685	7.3087e-05	3.4339e-07	2.1284e+02	0.0000e+00	2.6076e-03	7.4256e-01	7.4254e-01	4.5302e+04	0.0000e+00	15708	-3.2696e-04	3.5111e-05	-9.3122e+00	1.4151e-20	8.3237e-07	4.9073e-09	1.6962e+02	0.0000e+00	3.0540e-03	6.4687e-01	6.4684e-01	2.8770e+04	0.0000e+00	15708	2.2881e-04	4.0392e-05	5.6648e+00	1.4981e-08
1.0000e-01	0	true	96903	3.7565e-04	3.5671e-06	1.0531e+02	0.0000e+00	3.9345e-03	4.1387e-01	4.1383e-01	1.1090e+04	0.0000e+00	15708	7.2209e-04	5.6688e-05	1.2738e+01	5.5357e-37	1.4796e-05	1.0800e-07	1.3700e+02	0.0000e+00	3.4687e-03	5.4444e-01	5.4441e-01	1.8770e+04	0.0000e+00	15708	2.4179e-04	4.8467e-05	4.9888e+00	6.1418e-07
1.0000e-01	1	false	199768	3.1779e-04	1.6030e-06	1.9825e+02	0.0000e+00	2.7461e-03	7.1448e-01	7.1446e-01	3.9302e+04	0.0000e+00	15708	-3.1057e-04	3.7378e-05	-8.3090e+00	1.0431e-16	7.9716e-06	8.0578e-08	9.8930e+01	0.0000e+00	4.0338e-03	3.8391e-01	3.8387e-01	9.7871e+03	0.0000e+00	15708	4.8762e-04	6.1678e-05	7.9059e+00	2.8364e-15
1.0000e-01	1	true	10865	1.4879e-03	2.2134e-05	6.7223e+01	0.0000e+00	4.5288e-03	2.2343e-01	2.2338e-01	4.5189e+03	0.0000e+00	15708	3.4817e-03	4.8863e-05	7.1254e+01	0.0000e+00	1.5552e-04	1.7486e-06	8.8941e+01	0.0000e+00	4.1910e-03	3.3496e-01	3.3492e-01	7.9106e+03	0.0000e+00	15708	1.1414e-03	6.1131e-05	1.8671e+01	5.8275e-77
1.0000e-01	5	false	27000	4.7958e-04	2.1734e-06	2.2066e+02	0.0000e+00	2.5381e-03	7.5610e-01	7.5609e-01	4.8690e+04	0.0000e+00	15708	5.9847e-05	3.2585e-05	1.8367e+00	6.6279e-02	1.0966e-04	1.5176e-06	7.2260e+01	0.0000e+00	4.4522e-03	2.4950e-01	2.4946e-01	5.2215e+03	0.0000e+00	15708	1.6412e-03	6.6376e-05	2.4725e+01	1.9336e-132
1.0000e-01	5	true	1303	2.4232e-03	3.9185e-05	6.1841e+01	0.0000e+00	4.6087e-03	1.9582e-01	1.9576e-01	3.8244e+03	0.0000e+00	15708	4.1225e-03	4.4687e-05	9.2253e+01	0.0000e+00	1.0390e-03	2.5683e-05	4.0457e+01	0.0000e+00	4.8907e-03	9.4376e-02	9.4318e-02	1.6367e+03	0.0000e+00	15708	4.1778e-03	5.4085e-05	7.7245e+01	0.0000e+00
1.0000e-01	10	false	16835	4.3703e-04	2.1139e-06	2.0674e+02	0.0000e+00	2.6640e-03	7.3129e-01	7.3127e-01	4.2743e+04	0.0000e+00	15708	2.7108e-04	3.3757e-05	8.0304e+00	1.0397e-15	2.0655e-04	2.7147e-06	7.6087e+01	0.0000e+00	4.3930e-03	2.6932e-01	2.6928e-01	5.7892e+03	0.0000e+00	15708	1.3804e-03	6.6640e-05	2.0715e+01	4.6028e-94
1.0000e-01	10	true	989	2.3251e-03	4.0473e-05	5.7449e+01	0.0000e+00	4.6718e-03	1.7364e-01	1.7359e-01	3.3003e+03	0.0000e+00	15708	4.1524e-03	4.5918e-05	9.0431e+01	0.0000e+00	5.0212e-04	2.2224e-05	2.2593e+01	2.9633e-111	5.0577e-03	3.1478e-02	3.1416e-02	5.1046e+02	2.9633e-111	15708	4.5917e-03	6.3276e-05	7.2565e+01	0.0000e+00
2.0000e-01	-10	false	43309	3.5816e-05	1.1733e-07	3.0525e+02	0.0000e+00	1.9518e-03	8.5576e-01	8.5575e-01	9.3179e+04	0.0000e+00	15708	-1.8483e-03	2.9203e-05	-6.3290e+01	0.0000e+00	1.2364e-05	1.9418e-07	6.3672e+01	0.0000e+00	4.5818e-03	2.0516e-01	2.0511e-01	4.0541e+03	0.0000e+00	15708	1.1601e-03	8.0027e-05	1.4496e+01	2.5929e-47
2.0000e-01	-10	true	2747	4.6300e-04	3.1392e-06	1.4749e+02	0.0000e+00	3.3277e-03	5.8072e-01	5.8070e-01	2.1754e+04	0.0000e+00	15708	-1.3845e-03	5.4840e-05	-2.5245e+01	7.0816e-138	9.2727e-05	2.7735e-06	3.3434e+01	8.1246e-237	4.9655e-03	6.6443e-02	6.6383e-02	1.1178e+03	8.1246e-237	15708	2.8043e-03	9.5047e-05	2.9504e+01	2.9886e-186
2.0000e-01	-5	false	45665	6.6948e-05	1.6671e-07	4.0159e+02	0.0000e+00	1.5310e-03	9.1126e-01	9.1125e-01	1.6128e+05	0.0000e+00	15708	-1.0124e-03	2.0688e-05	-4.8938e+01	0.0000e+00	8.6028e-06	1.1361e-07	7.5724e+01	0.0000e+00	4.3986e-03	2.6745e-01	2.6740e-01	5.7341e+03	0.0000e+00	15708	1.3065e-03	6.7728e-05	1.9290e+01	5.7774e-82
2.0000e-01	-5	true	2368	8.8320e-04	5.4354e-06	1.6249e+02	0.0000e+00	3.1387e-03	6.2701e-01	6.2699e-01	2.6402e+04	0.0000e+00	15708	-1.6502e-04	4.3895e-05	-3.7595e+00	1.7090e-04	1.7659e-04	2.4826e-06	7.1132e+01	0.0000e+00	4.4695e-03	2.4366e-01	2.4361e-01	5.0598e+03	0.0000e+00	15708	1.7868e-03	6.5475e-05	2.7290e+01	2.9668e-160
2.0000e-01	-1	false	405354	4.3543e-05	9.7582e-08	4.4622e+02	0.0000e+00	1.3896e-03	9.2689e-01	9.2688e-01	1.9911e+05	0.0000e+00	15708	-1.5237e-03	1.9608e-05	-7.7706e+01	0.0000e+00	5.3954e-07	5.7322e-09	9.4124e+01	0.0000e+00	4.1093e-03	3.6065e-01	3.6060e-01	8.8594e+03	0.0000e+00	15708	-8.3112e-04	7.6676e-05	-1.0839e+01	2.7971e-27
2.0000e-01	-1	true	20890	4.9408e-04	2.8760e-06	1.7180e+02	0.0000e+00	3.0288e-03	6.5267e-01	6.5265e-01	2.9514e+04	0.0000e+00	15708	-1.9140e-03	5.0444e-05	-3.7944e+01	1.6387e-301	1.2333e-05	1.3606e-07	9.0642e+01	0.0000e+00	4.1642e-03	3.4345e-01	3.4341e-01	8.2159e+03	0.0000e+00	15708	-5.5103e-04	7.6479e-05	-7.2050e+00	6.0667e-13
2.0000e-01	0	false	3992183	1.1065e-05	2.2683e-08	4.8779e+02	0.0000e+00	1.2788e-03	9.3808e-01	9.3807e-01	2.3794e+05	0.0000e+00	15708	-2.0037e-03	1.8790e-05	-1.0664e+02	0.0000e+00	8.6616e-08	3.5603e-10	2.4328e+02	0.0000e+00	2.3535e-03	7.9029e-01	7.9027e-01	5.9187e+04	0.0000e+00	15708	-2.3768e-03	3.8116e-05	-6.2357e+01	0.0000e+00
2.0000e-01	0	true	237455	9.1362e-05	4.0307e-07	2.2666e+02	0.0000e+00	2.4867e-03	7.6587e-01	7.6585e-01	5.1376e+04	0.0000e+00	15708	-5.4358e-03	5.2955e-05	-1.0265e+02	0.0000e+00	1.6699e-06	8.5222e-09	1.9594e+02	0.0000e+00	2.7691e-03	7.0968e-01	7.0966e-01	3.8393e+04	0.0000e+00	15708	-3.0067e-03	4.9592e-05	-6.0629e+01	0.0000e+00
2.0000e-01	1	false	398431	4.8958e-05	1.1551e-07	4.2386e+02	0.0000e+00	1.4572e-03	9.1961e-01	9.1960e-01	1.7966e+05	0.0000e+00	15708	-1.4049e-03	2.0386e-05	-6.8915e+01	0.0000e+00	7.3270e-07	8.5993e-09	8.5205e+01	0.0000e+00	4.2500e-03	3.1612e-01	3.1607e-01	7.2599e+03	0.0000e+00	15708	-5.8575e-04	8.1116e-05	-7.2212e+00	5.3907e-13
2.0000e-01	1	true	19826	6.3751e-04	3.7412e-06	1.7040e+02	0.0000e+00	3.0449e-03	6.4897e-01	6.4895e-01	2.9037e+04	0.0000e+00	15708	-1.2042e-03	4.7206e-05	-2.5509e+01	1.1195e-140	1.6941e-05	2.0512e-07	8.2592e+01	0.0000e+00	4.2912e-03	3.0280e-01	3.0276e-01	6.8214e+03	0.0000e+00	15708	-3.9760e-04	8.1302e-05	-4.8904e+00	1.0164e-06
2.0000e-01	5	false	35064	8.4423e-05	2.1235e-07	3.9756e+02	0.0000e+00	1.5451e-03	9.0961e-01	9.0960e-01	1.5805e+05	0.0000e+00	15708	-4.9151e-04	1.9849e-05	-2.4763e+01	7.8536e-133	1.5947e-05	1.8436e-07	8.6498e+01	0.0000e+00	4.2296e-03	3.2266e-01	3.2262e-01	7.4819e+03	0.0000e+00	15708	1.2070e-03	6.1874e-05	1.9507e+01	9.3878e-84
2.0000e-01	5	true	1714	1.1537e-03	7.3795e-06	1.5634e+02	0.0000e+00	3.2144e-03	6.0880e-01	6.0877e-01	2.4442e+04	0.0000e+00	15708	9.1438e-04	3.9899e-05	2.2917e+01	2.3276e-114	3.1540e-04	4.3306e-06	7.2831e+01	0.0000e+00	4.4434e-03	2.5246e-01	2.5242e-01	5.3043e+03	0.0000e+00	15708	1.9965e-03	6.1908e-05	3.2250e+01	5.2926e-221
2.0000e-01	10	false	19147	7.4468e-05	1.9240e-07	3.8705e+02	0.0000e+00	1.5831e-03	9.0511e-01	9.0510e-01	1.4980e+05	0.0000e+00	15708	-6.8473e-04	2.0762e-05	-3.2980e+01	1.0844e-230	4.1039e-05	4.4338e-07	9.2559e+01	0.0000e+00	4.1340e-03	3.5295e-01	3.5291e-01	8.5672e+03	0.0000e+00	15708	4.8677e-04	6.5204e-05	7.4654e+00	8.7420e-14
2.0000e-01	10	true	1084	1.1103e-03	7.2361e-06	1.5344e+02	0.0000e+00	3.2510e-03	5.9984e-01	5.9981e-01	2.3543e+04	0.0000e+00	15708	9.7681e-04	4.0218e-05	2.4288e+01	5.9788e-128	2.5628e-04	6.4717e-06	3.9600e+01	0.0000e+00	4.9004e-03	9.0779e-02	9.0721e-02	1.5681e+03	0.0000e+00	15708	2.8353e-03	8.2071e-05	3.4547e+01	3.8800e-252
