freq	length_group	segdup	n_variants	linreg_number_reclassified.beta	linreg_number_reclassified.standard_error	linreg_number_reclassified.t_stat	linreg_number_reclassified.p_value	linreg_number_reclassified.multiple_standard_error	linreg_number_reclassified.multiple_r_squared	linreg_number_reclassified.adjusted_r_squared	linreg_number_reclassified.f_stat	linreg_number_reclassified.multiple_p_value	linreg_number_reclassified.n	linreg_number_reclassified.intercept_beta	linreg_number_reclassified.intercept_standard_error	linreg_number_reclassified.intercept_t_stat	linreg_number_reclassified.intercept_p_value	linreg_number_homvars_with_ref_support.beta	linreg_number_homvars_with_ref_support.standard_error	linreg_number_homvars_with_ref_support.t_stat	linreg_number_homvars_with_ref_support.p_value	linreg_number_homvars_with_ref_support.multiple_standard_error	linreg_number_homvars_with_ref_support.multiple_r_squared	linreg_number_homvars_with_ref_support.adjusted_r_squared	linreg_number_homvars_with_ref_support.f_stat	linreg_number_homvars_with_ref_support.multiple_p_value	linreg_number_homvars_with_ref_support.n	linreg_number_homvars_with_ref_support.intercept_beta	linreg_number_homvars_with_ref_support.intercept_standard_error	linreg_number_homvars_with_ref_support.intercept_t_stat	linreg_number_homvars_with_ref_support.intercept_p_value
1.0000e-01	-1	true	151	3.0156e-03	1.1017e-04	2.7371e+01	1.8359e-164	8.2803e-03	5.9227e-03	5.9148e-03	7.4919e+02	1.8359e-164	125748	4.7270e-03	2.3824e-05	1.9841e+02	0.0000e+00	3.5202e-03	3.7395e-05	9.4138e+01	0.0000e+00	8.0269e-03	6.5836e-02	6.5828e-02	8.8620e+03	0.0000e+00	125748	3.7573e-03	2.5470e-05	1.4752e+02	0.0000e+00
1.0000e-01	0	false	16683	4.2383e-03	2.5522e-05	1.6606e+02	0.0000e+00	7.5210e-03	1.7986e-01	1.7985e-01	2.7577e+04	0.0000e+00	125748	3.2366e-03	2.3345e-05	1.3864e+02	0.0000e+00	1.0241e-04	1.5420e-07	6.6415e+02	0.0000e+00	3.9116e-03	7.7816e-01	7.7816e-01	4.4110e+05	0.0000e+00	125748	-1.3380e-03	1.4445e-05	-9.2627e+01	0.0000e+00
1.0000e-01	0	true	4149	1.7546e-03	2.1369e-05	8.2109e+01	0.0000e+00	8.0908e-03	5.0886e-02	5.0879e-02	6.7418e+03	0.0000e+00	125748	3.6499e-03	2.7139e-05	1.3449e+02	0.0000e+00	3.7701e-04	1.0282e-06	3.6667e+02	0.0000e+00	5.7735e-03	5.1671e-01	5.1671e-01	1.3444e+05	0.0000e+00	125748	-2.3498e-03	2.5521e-05	-9.2071e+01	0.0000e+00
1.0000e-01	1	false	1206	4.3083e-03	8.0217e-05	5.3708e+01	0.0000e+00	8.2112e-03	2.2425e-02	2.2417e-02	2.8845e+03	0.0000e+00	125748	4.5163e-03	2.4006e-05	1.8813e+02	0.0000e+00	1.6621e-03	1.0558e-05	1.5742e+02	0.0000e+00	7.5906e-03	1.6463e-01	1.6462e-01	2.4781e+04	0.0000e+00	125748	8.8572e-04	3.3082e-05	2.6773e+01	1.8318e-157
1.0000e-01	1	true	124	4.6582e-03	1.2170e-04	3.8274e+01	1.1296e-318	8.2569e-03	1.1516e-02	1.1508e-02	1.4649e+03	1.1296e-318	125748	4.7230e-03	2.3544e-05	2.0060e+02	0.0000e+00	2.4452e-03	4.9835e-05	4.9067e+01	0.0000e+00	8.2265e-03	1.8786e-02	1.8779e-02	2.4075e+03	0.0000e+00	125748	4.3818e-03	2.5135e-05	1.7434e+02	0.0000e+00
1.0000e-01	5	false	72	-1.2812e-03	8.3836e-05	-1.5282e+01	1.1235e-52	8.2972e-03	1.8538e-03	1.8459e-03	2.3354e+02	1.1235e-52	125748	4.9585e-03	2.4332e-05	2.0379e+02	0.0000e+00	1.7209e-03	6.9203e-05	2.4868e+01	3.5464e-136	8.2845e-03	4.8939e-03	4.8859e-03	6.1841e+02	3.5464e-136	125748	4.6699e-03	2.4537e-05	1.9032e+02	0.0000e+00
1.0000e-01	5	true	10	6.7068e-03	5.7189e-04	1.1727e+01	9.5741e-32	8.3004e-03	1.0925e-03	1.0846e-03	1.3753e+02	9.5741e-32	125748	4.8453e-03	2.3426e-05	2.0683e+02	0.0000e+00	7.0967e-04	1.9850e-04	3.5752e+00	3.5015e-04	8.3045e-03	1.0164e-04	9.3685e-05	1.2782e+01	3.5015e-04	125748	4.8467e-03	2.3577e-05	2.0557e+02	0.0000e+00
1.0000e-01	10	false	35	8.3919e-03	2.9012e-04	2.8926e+01	2.2805e-183	8.2774e-03	6.6098e-03	6.6019e-03	8.3669e+02	2.2805e-183	125748	4.8037e-03	2.3414e-05	2.0517e+02	0.0000e+00	4.0939e-03	1.4819e-04	2.7627e+01	1.6734e-167	8.2798e-03	6.0332e-03	6.0253e-03	7.6326e+02	1.6734e-167	125748	4.7700e-03	2.3558e-05	2.0248e+02	0.0000e+00
1.0000e-01	10	true	2	1.4794e-02	1.0217e-03	1.4480e+01	1.7781e-47	8.2980e-03	1.6646e-03	1.6566e-03	2.0966e+02	1.7781e-47	125748	4.8487e-03	2.3406e-05	2.0715e+02	0.0000e+00	1.0983e-02	3.2663e-04	3.3624e+01	9.4080e-247	8.2678e-03	8.9108e-03	8.9029e-03	1.1306e+03	9.4080e-247	125748	4.8002e-03	2.3375e-05	2.0535e+02	0.0000e+00
2.0000e-01	-10	false	188	5.4226e-03	2.0063e-05	2.7028e+02	0.0000e+00	6.6050e-03	3.6747e-01	3.6747e-01	7.3053e+04	0.0000e+00	125748	2.0795e-03	2.1272e-05	9.7761e+01	0.0000e+00	1.6022e-03	1.1034e-05	1.4520e+02	0.0000e+00	7.6855e-03	1.4359e-01	1.4359e-01	2.1084e+04	0.0000e+00	125748	3.7080e-04	3.7737e-05	9.8259e+00	8.8782e-23
2.0000e-01	-10	true	28	8.2519e-04	5.5554e-05	1.4854e+01	7.2432e-50	8.2976e-03	1.7515e-03	1.7436e-03	2.2064e+02	7.2432e-50	125748	4.7150e-03	2.5262e-05	1.8664e+02	0.0000e+00	4.6594e-04	3.0165e-05	1.5446e+01	8.9713e-54	8.2970e-03	1.8938e-03	1.8858e-03	2.3858e+02	8.9713e-54	125748	4.5901e-03	2.9066e-05	1.5792e+02	0.0000e+00
2.0000e-01	-5	false	252	4.7850e-03	2.8484e-05	1.6799e+02	0.0000e+00	7.5053e-03	1.8328e-01	1.8328e-01	2.8219e+04	0.0000e+00	125748	2.6809e-03	2.4813e-05	1.0804e+02	0.0000e+00	2.2941e-03	8.4191e-06	2.7249e+02	0.0000e+00	6.5852e-03	3.7126e-01	3.7125e-01	7.4249e+04	0.0000e+00	125748	-4.4051e-04	2.6884e-05	-1.6386e+01	2.7905e-60
2.0000e-01	-5	true	23	5.3275e-03	8.5666e-05	6.2189e+01	0.0000e+00	8.1800e-03	2.9838e-02	2.9831e-02	3.8675e+03	0.0000e+00	125748	4.4766e-03	2.3863e-05	1.8760e+02	0.0000e+00	5.3062e-03	4.6836e-05	1.1329e+02	0.0000e+00	7.9109e-03	9.2620e-02	9.2612e-02	1.2835e+04	0.0000e+00	125748	3.7612e-03	2.4313e-05	1.5470e+02	0.0000e+00
2.0000e-01	-1	false	2883	5.2254e-03	2.1373e-05	2.4449e+02	0.0000e+00	6.8373e-03	3.2219e-01	3.2219e-01	5.9773e+04	0.0000e+00	125748	2.1598e-03	2.2213e-05	9.7230e+01	0.0000e+00	2.0581e-04	7.2513e-07	2.8383e+02	0.0000e+00	6.4838e-03	3.9048e-01	3.9048e-01	8.0558e+04	0.0000e+00	125748	-7.1060e-03	4.5942e-05	-1.5467e+02	0.0000e+00
2.0000e-01	-1	true	281	9.8763e-04	4.9108e-05	2.0111e+01	8.1556e-90	8.2916e-03	3.2062e-03	3.1983e-03	4.0446e+02	8.1556e-90	125748	4.6366e-03	2.5810e-05	1.7964e+02	0.0000e+00	1.4342e-03	4.7965e-06	2.9902e+02	0.0000e+00	6.3489e-03	4.1557e-01	4.1556e-01	8.9413e+04	0.0000e+00	125748	-3.8212e-03	3.4099e-05	-1.1206e+02	0.0000e+00
2.0000e-01	0	false	46184	1.2739e-03	3.1540e-06	4.0390e+02	0.0000e+00	5.4792e-03	5.6472e-01	5.6471e-01	1.6314e+05	0.0000e+00	125748	-9.6547e-04	2.1131e-05	-4.5690e+01	0.0000e+00	8.3838e-06	9.4188e-09	8.9011e+02	0.0000e+00	3.0736e-03	8.6303e-01	8.6303e-01	7.9229e+05	0.0000e+00	125748	-3.9896e-03	1.3187e-05	-3.0254e+02	0.0000e+00
2.0000e-01	0	true	9450	8.4664e-04	5.3252e-06	1.5899e+02	0.0000e+00	7.5781e-03	1.6737e-01	1.6737e-01	2.5277e+04	0.0000e+00	125748	2.5328e-04	3.5985e-05	7.0384e+00	1.9538e-12	3.7342e-05	7.2576e-08	5.1452e+02	0.0000e+00	4.7128e-03	6.7797e-01	6.7797e-01	2.6473e+05	0.0000e+00	125748	-6.0376e-03	2.4999e-05	-2.4152e+02	0.0000e+00
2.0000e-01	1	false	2338	3.4293e-03	2.2517e-05	1.5230e+02	0.0000e+00	7.6309e-03	1.5573e-01	1.5573e-01	2.3195e+04	0.0000e+00	125748	2.6870e-03	2.5807e-05	1.0412e+02	0.0000e+00	2.3467e-04	8.0478e-07	2.9159e+02	0.0000e+00	6.4147e-03	4.0341e-01	4.0340e-01	8.5027e+04	0.0000e+00	125748	-5.9366e-03	4.1198e-05	-1.4410e+02	0.0000e+00
2.0000e-01	1	true	236	2.5193e-03	6.4546e-05	3.9031e+01	0.0000e+00	8.2550e-03	1.1970e-02	1.1962e-02	1.5234e+03	0.0000e+00	125748	4.5359e-03	2.4685e-05	1.8375e+02	0.0000e+00	1.3288e-03	6.5277e-06	2.0356e+02	0.0000e+00	7.2025e-03	2.4786e-01	2.4785e-01	4.1438e+04	0.0000e+00	125748	-1.4138e-03	3.6896e-05	-3.8319e+01	2.0936e-319
2.0000e-01	5	false	156	7.5078e-03	3.7166e-05	2.0201e+02	0.0000e+00	7.2161e-03	2.4501e-01	2.4501e-01	4.0808e+04	0.0000e+00	125748	3.1835e-03	2.1970e-05	1.4490e+02	0.0000e+00	2.3415e-03	1.1102e-05	2.1091e+02	0.0000e+00	7.1378e-03	2.6130e-01	2.6130e-01	4.4481e+04	0.0000e+00	125748	7.0297e-04	2.8160e-05	2.4963e+01	3.3250e-137
2.0000e-01	5	true	8	9.8571e-03	2.1475e-04	4.5900e+01	0.0000e+00	8.2362e-03	1.6479e-02	1.6471e-02	2.1069e+03	0.0000e+00	125748	4.7415e-03	2.3361e-05	2.0297e+02	0.0000e+00	6.6328e-03	6.0814e-05	1.0907e+02	0.0000e+00	7.9379e-03	8.6424e-02	8.6417e-02	1.1896e+04	0.0000e+00	125748	3.9818e-03	2.3778e-05	1.6746e+02	0.0000e+00
2.0000e-01	10	false	33	8.9001e-03	1.1760e-04	7.5679e+01	0.0000e+00	8.1220e-03	4.3562e-02	4.3554e-02	5.7272e+03	0.0000e+00	125748	4.5307e-03	2.3305e-05	1.9441e+02	0.0000e+00	6.3461e-03	7.0297e-05	9.0276e+01	0.0000e+00	8.0482e-03	6.0866e-02	6.0859e-02	8.1498e+03	0.0000e+00	125748	4.2377e-03	2.3708e-05	1.7874e+02	0.0000e+00
2.0000e-01	10	true	7	1.1152e-02	2.6216e-04	4.2540e+01	0.0000e+00	8.2458e-03	1.4187e-02	1.4179e-02	1.8096e+03	0.0000e+00	125748	4.7691e-03	2.3344e-05	2.0430e+02	0.0000e+00	1.0935e-02	1.3004e-04	8.4088e+01	0.0000e+00	8.0808e-03	5.3238e-02	5.3230e-02	7.0709e+03	0.0000e+00	125748	4.5195e-03	2.3138e-05	1.9533e+02	0.0000e+00
